date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date
2023-06-01,DELL,premarket,Dell Technologies Inc. Class C Common Stock ,,2023-05-31,2023-06-01
2023-06-01,DG,premarket,Dollar General Corporation Common Stock,,2023-05-31,2023-06-01
2023-06-01,DOOO,premarket,BRP Inc. - Common Subordinate Voting Shares,,2023-05-31,2023-06-01
2023-06-01,GWRE,postmarket,"Guidewire Software, Inc. Common Stock",,2023-06-01,2023-06-02
2023-06-01,HRL,premarket,Hormel Foods Corporation Common Stock,,2023-05-31,2023-06-01
2023-06-01,IOT,postmarket,Samsara Inc. Class A Common Stock,,2023-06-01,2023-06-02
2023-06-01,ITI,premarket,"Iteris, Inc. - Common Stock",,2023-05-31,2023-06-01
2023-06-01,LE,premarket,"Lands' End, Inc. - Common Stock",,2023-05-31,2023-06-01
2023-06-01,LULU,premarket,lululemon athletica inc. - Common Stock,,2023-05-31,2023-06-01
2023-06-01,M,premarket,Macy's Inc Common Stock,,2023-05-31,2023-06-01
2023-06-01,NX,postmarket,Quanex Building Products Corporation Common Stock,,2023-06-01,2023-06-02
2023-06-01,PD,postmarket,"PagerDuty, Inc. Common Stock",,2023-06-01,2023-06-02
2023-06-01,S,postmarket,"SentinelOne, Inc. Class A Common Stock",,2023-06-01,2023-06-02
2023-06-01,SPTN,premarket,SpartanNash Company - Common Stock,,2023-05-31,2023-06-01
2023-06-05,ALLG,premarket,Allego N.V. Ordinary Share,,2023-06-02,2023-06-05
2023-06-05,CXM,postmarket,"Sprinklr, Inc. Class A Common Stock",,2023-06-05,2023-06-06
2023-06-05,IDT,premarket,IDT Corporation Class B Common Stock,,2023-06-02,2023-06-05
2023-06-05,JOAN,postmarket,"JOANN, Inc. - common stock",,2023-06-05,2023-06-06
2023-06-05,SAIC,premarket,Science Applications International Corporation Common Stock,,2023-06-02,2023-06-05
2023-06-06,ABM,premarket,ABM Industries Incorporated Common Stock,,2023-06-05,2023-06-06
2023-06-06,ASO,premarket,"Academy Sports and Outdoors, Inc. - Common Stock",,2023-06-05,2023-06-06
2023-06-06,BASE,postmarket,"Couchbase, Inc. - Common Stock",,2023-06-06,2023-06-07
2023-06-06,CASY,postmarket,"Caseys General Stores, Inc. - Common Stock",,2023-06-06,2023-06-07
2023-06-06,CBRL,premarket,"Cracker Barrel Old Country Store, Inc. - Common Stock",,2023-06-05,2023-06-06
2023-06-06,CIEN,premarket,Ciena Corporation Common Stock,,2023-06-05,2023-06-06
2023-06-06,CNM,premarket,"Core & Main, Inc. Class A Common Stock",,2023-06-05,2023-06-06
2023-06-06,LMNR,postmarket,Limoneira Co - Common Stock,,2023-06-06,2023-06-07
2023-06-06,MOMO,premarket,Hello Group Inc.  - American Depositary Shares,,2023-06-05,2023-06-06
2023-06-06,QMCO,premarket,Quantum Corporation - Common Stock,,2023-06-05,2023-06-06
2023-06-06,RNW,postmarket,ReNew Energy Global plc - Class A Shares,,2023-06-06,2023-06-07
2023-06-06,SFIX,postmarket,"Stitch Fix, Inc. - Class A Common Stock",,2023-06-06,2023-06-07
2023-06-06,SNT,premarket,Senstar Technologies Ltd. - Ordinary Shares,,2023-06-05,2023-06-06
2023-06-06,YEXT,postmarket,"Yext, Inc. Common Stock",,2023-06-06,2023-06-07
2023-06-07,CPB,premarket,Campbell Soup Company Common Stock,,2023-06-06,2023-06-07
2023-06-07,CURV,postmarket,Torrid Holdings Inc. Common Stock,,2023-06-07,2023-06-08
2023-06-07,GEF,postmarket,Greif Inc. Class A Common Stock,,2023-06-07,2023-06-08
2023-06-07,GME,postmarket,GameStop Corporation Common Stock,,2023-06-07,2023-06-08
2023-06-07,JILL,premarket,"J. Jill, Inc. Common Stock",,2023-06-06,2023-06-07
2023-06-07,SMTC,postmarket,Semtech Corporation - Common Stock,,2023-06-07,2023-06-08
2023-06-07,TUYA,postmarket,"Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share",,2023-06-07,2023-06-08
2023-06-07,UNFI,premarket,"United Natural Foods, Inc. Common Stock",,2023-06-06,2023-06-07
2023-06-07,VRNT,postmarket,Verint Systems Inc. - Common Stock,,2023-06-07,2023-06-08
2023-06-08,AGX,postmarket,"Argan, Inc. Common Stock",,2023-06-08,2023-06-09
2023-06-08,BBCP,premarket,"Concrete Pumping Holdings, Inc.  - Common Stock",,2023-06-07,2023-06-08
2023-06-08,BRZE,postmarket,"Braze, Inc. - Class A Common Stock",,2023-06-08,2023-06-09
2023-06-08,CMTL,premarket,Comtech Telecommunications Corp. - Common Stock,,2023-06-07,2023-06-08
2023-06-08,DBI,premarket,Designer Brands Inc. Class A Common Stock,,2023-06-07,2023-06-08
2023-06-08,DOCU,postmarket,"DocuSign, Inc. - Common Stock",,2023-06-08,2023-06-09
2023-06-08,FCEL,premarket,"FuelCell Energy, Inc. - Common Stock",,2023-06-07,2023-06-08
2023-06-08,GHM,premarket,Graham Corporation Common Stock,,2023-06-07,2023-06-08
2023-06-08,HOFT,premarket,Hooker Furnishings Corporation - Common Stock,,2023-06-07,2023-06-08
2023-06-08,HYZN,premarket,Hyzon Motors Inc. - Class A Common Stock,,2023-06-07,2023-06-08
2023-06-08,KIRK,premarket,"Kirkland's, Inc. - Common Stock",,2023-06-07,2023-06-08
2023-06-08,MTN,postmarket,"Vail Resorts, Inc. Common Stock",,2023-06-08,2023-06-09
2023-06-08,NAPA,postmarket,"The Duckhorn Portfolio, Inc. Common Stock",,2023-06-08,2023-06-09
2023-06-08,PL,postmarket,Planet Labs PBC Class A Common Stock,,2023-06-08,2023-06-09
2023-06-08,REVG,premarket,"REV Group, Inc. Common Stock",,2023-06-07,2023-06-08
2023-06-08,SCWX,premarket,SecureWorks Corp. - Class A Common Stock,,2023-06-07,2023-06-08
2023-06-08,SIG,premarket,Signet Jewelers Limited Common Shares,,2023-06-07,2023-06-08
2023-06-08,TTC,premarket,Toro Company (The) Common Stock,,2023-06-07,2023-06-08
2023-06-08,VNCE,premarket,Vince Holding Corp. Common Stock,,2023-06-07,2023-06-08
2023-06-09,NIO,premarket,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",,2023-06-08,2023-06-09
2023-06-09,TOUR,premarket,Tuniu Corporation - American Depositary Shares,,2023-06-08,2023-06-09
2023-06-12,CTLT,premarket,"Catalent, Inc. Common Stock",,2023-06-09,2023-06-12
2023-06-12,OCC,premarket,Optical Cable Corporation - Common Stock,,2023-06-09,2023-06-12
2023-06-12,ORCL,postmarket,Oracle Corporation Common Stock,,2023-06-12,2023-06-13
2023-06-13,MIND,postmarket,"MIND Technology, Inc. - Common Stock",,2023-06-13,2023-06-14
2023-06-13,MPAA,premarket,"Motorcar Parts of America, Inc. - Common Stock",,2023-06-12,2023-06-13
2023-06-14,ACB,premarket,Aurora Cannabis Inc. - Common Shares,,2023-06-13,2023-06-14
2023-06-14,LEN,postmarket,Lennar Corporation Class A Common Stock,,2023-06-14,2023-06-15
2023-06-14,POWW,postmarket,"AMMO, Inc. - Common Stock",,2023-06-14,2023-06-15
2023-06-14,YQ,postmarket,17 Education & Technology Group Inc. - American Depositary Shares,,2023-06-14,2023-06-15
2023-06-15,ADBE,postmarket,Adobe Inc. - Common Stock,,2023-06-15,2023-06-16
2023-06-15,CGNT,premarket,Cognyte Software Ltd. - Ordinary Shares,,2023-06-14,2023-06-15
2023-06-15,JBL,premarket,Jabil Inc. Common Stock,,2023-06-14,2023-06-15
2023-06-15,JG,premarket,Aurora Mobile Limited - American Depositary Shares,,2023-06-14,2023-06-15
2023-06-15,KR,premarket,Kroger Company (The) Common Stock,,2023-06-14,2023-06-15
2023-06-15,WLY,premarket,"John Wiley & Sons, Inc. Common Stock",,2023-06-14,2023-06-15
2023-06-20,DLNG,postmarket,Dynagas LNG Partners LP Common Units,,2023-06-20,2023-06-21
2023-06-20,LZB,postmarket,La-Z-Boy Incorporated Common Stock,,2023-06-20,2023-06-21
2023-06-21,EPAC,postmarket,Enerpac Tool Group Corp. Common Stock,,2023-06-21,2023-06-22
2023-06-21,KBH,postmarket,KB Home Common Stock,,2023-06-21,2023-06-22
2023-06-21,PDCO,premarket,"Patterson Companies, Inc. - Common Stock",,2023-06-20,2023-06-21
2023-06-21,WGO,premarket,"Winnebago Industries, Inc. Common Stock",,2023-06-20,2023-06-21
2023-06-22,ACN,premarket,Accenture plc Class A Ordinary Shares (Ireland),,2023-06-21,2023-06-22
2023-06-22,CMC,premarket,Commercial Metals Company Common Stock,,2023-06-21,2023-06-22
2023-06-22,DRI,premarket,"Darden Restaurants, Inc. Common Stock",,2023-06-21,2023-06-22
2023-06-22,FDS,premarket,FactSet Research Systems Inc. Common Stock,,2023-06-21,2023-06-22
2023-06-23,APOG,premarket,"Apogee Enterprises, Inc. - Common Stock",,2023-06-22,2023-06-23
2023-06-23,KMX,premarket,CarMax Inc,,2023-06-22,2023-06-23
2023-06-26,CCL,premarket,Carnival Corporation Common Stock,,2023-06-23,2023-06-26
2023-06-27,AVAV,postmarket,"AeroVironment, Inc. - Common Stock",,2023-06-27,2023-06-28
2023-06-27,JEF,postmarket,Jefferies Financial Group Inc. Common Stock,,2023-06-27,2023-06-28
2023-06-27,KFY,premarket,Korn Ferry Common Stock,,2023-06-26,2023-06-27
2023-06-27,WBA,premarket,"Walgreens Boots Alliance, Inc. - Common Stock",,2023-06-26,2023-06-27
2023-06-28,AEMD,premarket,"Aethlon Medical, Inc. - Common Stock",,2023-06-27,2023-06-28
2023-06-28,AOUT,postmarket,"American Outdoor Brands, Inc. - Common Stock",,2023-06-28,2023-06-29
2023-06-28,BB,premarket,BlackBerry Limited Common Stock,,2023-06-27,2023-06-28
2023-06-28,CULP,postmarket,"Culp, Inc. Common Stock",,2023-06-28,2023-06-29
2023-06-28,FC,postmarket,Franklin Covey Company Common Stock,,2023-06-28,2023-06-29
2023-06-28,GIS,premarket,"General Mills, Inc. Common Stock",,2023-06-27,2023-06-28
2023-06-28,MU,premarket,"Micron Technology, Inc. - Common Stock",,2023-06-27,2023-06-28
2023-06-28,UNF,premarket,Unifirst Corporation Common Stock,,2023-06-27,2023-06-28
2023-06-29,AYI,premarket,"Acuity Brands, Inc. ",,2023-06-28,2023-06-29
2023-06-29,LNN,premarket,Lindsay Corporation Common Stock,,2023-06-28,2023-06-29
2023-06-29,MITK,postmarket,"Mitek Systems, Inc. - Common Stock",,2023-06-29,2023-06-30
2023-06-29,MKC,premarket,"McCormick & Company, Incorporated Common Stock",,2023-06-28,2023-06-29
2023-06-29,MSM,premarket,"MSC Industrial Direct Company, Inc. Common Stock",,2023-06-28,2023-06-29
2023-06-29,NKE,premarket,"Nike, Inc. Common Stock",,2023-06-28,2023-06-29
2023-06-29,PAYX,premarket,"Paychex, Inc. - Common Stock",,2023-06-28,2023-06-29
2023-06-29,SGH,postmarket,"SMART Global Holdings, Inc. - Ordinary Shares",,2023-06-29,2023-06-30
2023-06-30,JXN,postmarket,Jackson Financial Inc. Class A Common Stock ,,2023-06-30,2023-07-03
2023-06-30,NINE,premarket,"Nine Energy Service, Inc. Common Stock",,2023-06-29,2023-06-30
2023-06-30,YUMC,premarket,"Yum China Holdings, Inc. Common Stock",,2023-06-29,2023-06-30
2023-07-05,NKLA,premarket,Nikola Corporation - Common Stock,,2023-07-03,2023-07-05
2023-07-06,LEVI,premarket,Levi Strauss & Co Class A Common Stock,,2023-07-05,2023-07-06
2023-07-06,SLP,postmarket,"Simulations Plus, Inc. - Common Stock",,2023-07-06,2023-07-07
2023-07-07,AZZ,postmarket,AZZ Inc.,,2023-07-07,2023-07-10
2023-07-10,CAMP,postmarket,CalAmp Corp. - Common Stock,,2023-07-10,2023-07-11
2023-07-10,CION,premarket,CION Investment Corporation Common Stock,,2023-07-07,2023-07-10
2023-07-10,HELE,premarket,Helen of Troy Limited - Common Stock,,2023-07-07,2023-07-10
2023-07-10,VOXX,postmarket,VOXX International Corporation - Class A Common Stock,,2023-07-10,2023-07-11
2023-07-11,BYRN,premarket,"Byrna Technologies, Inc. - Common Stock",,2023-07-10,2023-07-11
2023-07-12,ANGO,premarket,"AngioDynamics, Inc. - Common Stock",,2023-07-11,2023-07-12
2023-07-12,OPTT,postmarket,"Ocean Power Technologies, Inc. Common Stock",,2023-07-12,2023-07-13
2023-07-13,CAG,premarket,"ConAgra Brands, Inc. Common Stock",,2023-07-12,2023-07-13
2023-07-13,WIT,premarket,Wipro Limited Common Stock,,2023-07-12,2023-07-13
2023-07-14,BLK,premarket,"BlackRock, Inc. Common Stock",,2023-07-13,2023-07-14
2023-07-14,DTE,premarket,DTE Energy Company Common Stock,,2023-07-13,2023-07-14
2023-07-14,JPM,premarket,JP Morgan Chase & Co. Common Stock,,2023-07-13,2023-07-14
2023-07-14,STT,premarket,State Street Corporation Common Stock,,2023-07-13,2023-07-14
2023-07-14,UNH,premarket,UnitedHealth Group Incorporated Common Stock (DE),,2023-07-13,2023-07-14
2023-07-14,WFC,premarket,Wells Fargo & Company Common Stock,,2023-07-13,2023-07-14
2023-07-17,FBK,postmarket,FB Financial Corporation Common Stock,,2023-07-17,2023-07-18
2023-07-17,GNTY,premarket,"Guaranty Bancshares, Inc. Common Stock",,2023-07-14,2023-07-17
2023-07-17,GP,premarket,GreenPower Motor Company Inc. - Common Shares,,2023-07-14,2023-07-17
2023-07-18,BAC,premarket,Bank of America Corporation Common Stock,,2023-07-17,2023-07-18
2023-07-18,BK,premarket,The Bank of New York Mellon Corporation Common Stock,,2023-07-17,2023-07-18
2023-07-18,CFB,premarket,"CrossFirst Bankshares, Inc. - Common Stock",,2023-07-17,2023-07-18
2023-07-18,EQBK,postmarket,"Equity Bancshares, Inc. Class A Common Stock",,2023-07-18,2023-07-19
2023-07-18,FULT,premarket,Fulton Financial Corporation - Common Stock,,2023-07-17,2023-07-18
2023-07-18,HWC,postmarket,Hancock Whitney Corporation - Common Stock,,2023-07-18,2023-07-19
2023-07-18,JBHT,premarket,"J.B. Hunt Transport Services, Inc. - Common Stock",,2023-07-17,2023-07-18
2023-07-18,LMT,premarket,Lockheed Martin Corporation Common Stock,,2023-07-17,2023-07-18
2023-07-18,MBWM,premarket,Mercantile Bank Corporation - Common Stock,,2023-07-17,2023-07-18
2023-07-18,MS,premarket,Morgan Stanley Common Stock,,2023-07-17,2023-07-18
2023-07-18,OMC,postmarket,Omnicom Group Inc. Common Stock,,2023-07-18,2023-07-19
2023-07-18,PLD,premarket,"Prologis, Inc. Common Stock",,2023-07-17,2023-07-18
2023-07-18,PNC,premarket,"PNC Financial Services Group, Inc. (The) Common Stock",,2023-07-17,2023-07-18
2023-07-18,PNFP,postmarket,"Pinnacle Financial Partners, Inc. - Common Stock",,2023-07-18,2023-07-19
2023-07-18,SYF,premarket,Synchrony Financial Common Stock,,2023-07-17,2023-07-18
2023-07-18,UCBI,postmarket,"United Community Banks, Inc. - Common Stock",,2023-07-18,2023-07-19
2023-07-18,WAL,postmarket,Western Alliance Bancorporation Common Stock (DE),,2023-07-18,2023-07-19
2023-07-19,AA,postmarket,Alcoa Corporation Common Stock ,,2023-07-19,2023-07-20
2023-07-19,ALLY,premarket,Ally Financial Inc. Common Stock,,2023-07-18,2023-07-19
2023-07-19,CALX,postmarket,"Calix, Inc Common Stock",,2023-07-19,2023-07-20
2023-07-19,CCI,postmarket,Crown Castle Inc. Common Stock,,2023-07-19,2023-07-20
2023-07-19,CFG,premarket,"Citizens Financial Group, Inc. Common Stock",,2023-07-18,2023-07-19
2023-07-19,CNS,postmarket,Cohen & Steers Inc Common Stock,,2023-07-19,2023-07-20
2023-07-19,COLB,postmarket,"Columbia Banking System, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-19,CVNA,premarket,Carvana Co. Class A Common Stock,,2023-07-18,2023-07-19
2023-07-19,DFS,postmarket,Discover Financial Services Common Stock,,2023-07-19,2023-07-20
2023-07-19,EFX,postmarket,"Equifax, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-19,ELV,premarket,"Elevance Health, Inc. Common Stock",,2023-07-18,2023-07-19
2023-07-19,FHN,premarket,First Horizon Corporation Common Stock,,2023-07-18,2023-07-19
2023-07-19,FR,postmarket,"First Industrial Realty Trust, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-19,GSBC,postmarket,"Great Southern Bancorp, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-19,HAL,premarket,Halliburton Company Common Stock,,2023-07-18,2023-07-19
2023-07-19,IBM,premarket,International Business Machines Corporation Common Stock,,2023-07-18,2023-07-19
2023-07-19,KMI,postmarket,"Kinder Morgan, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-19,LBRT,postmarket,Liberty Energy Inc. Class A common stock,,2023-07-19,2023-07-20
2023-07-19,LVS,postmarket,Las Vegas Sands Corp. Common Stock,,2023-07-19,2023-07-20
2023-07-19,MTB,premarket,M&T Bank Corporation Common Stock,,2023-07-18,2023-07-19
2023-07-19,NBHC,postmarket,National Bank Holdings Corporation Common Stock,,2023-07-19,2023-07-20
2023-07-19,NTRS,premarket,Northern Trust Corporation - Common Stock,,2023-07-18,2023-07-19
2023-07-19,PFBC,postmarket,Preferred Bank - Common Stock,,2023-07-19,2023-07-20
2023-07-19,REXR,postmarket,"Rexford Industrial Realty, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-19,SLG,postmarket,SL Green Realty Corp Common Stock,,2023-07-19,2023-07-20
2023-07-19,STLD,postmarket,"Steel Dynamics, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-19,USB,premarket,U.S. Bancorp Common Stock,,2023-07-18,2023-07-19
2023-07-19,WTFC,postmarket,Wintrust Financial Corporation - Common Stock,,2023-07-19,2023-07-20
2023-07-20,ABT,premarket,Abbott Laboratories Common Stock,,2023-07-19,2023-07-20
2023-07-20,ASB,postmarket,Associated Banc-Corp Common Stock,,2023-07-20,2023-07-21
2023-07-20,BHLB,premarket,"Berkshire Hills Bancorp, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,BMI,premarket,"Badger Meter, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,COF,premarket,Capital One Financial Corporation Common Stock,,2023-07-19,2023-07-20
2023-07-20,CSTR,postmarket,"CapStar Financial Holdings, Inc. - Common Stock",,2023-07-20,2023-07-21
2023-07-20,CSX,postmarket,CSX Corporation - Common Stock,,2023-07-20,2023-07-21
2023-07-20,DHI,premarket,"D.R. Horton, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,EWBC,premarket,"East West Bancorp, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-20,FOR,premarket,Forestar Group Inc Common Stock ,,2023-07-19,2023-07-20
2023-07-20,FPH,premarket,"Five Point Holdings, LLC Class A Common Shares",,2023-07-19,2023-07-20
2023-07-20,GBCI,postmarket,"Glacier Bancorp, Inc. Common Stock",,2023-07-20,2023-07-21
2023-07-20,GPC,premarket,Genuine Parts Company Common Stock,,2023-07-19,2023-07-20
2023-07-20,HFWA,premarket,Heritage Financial Corporation - Common Stock,,2023-07-19,2023-07-20
2023-07-20,IIIN,premarket,"Insteel Industries, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,JNJ,premarket,Johnson & Johnson Common Stock,,2023-07-19,2023-07-20
2023-07-20,KNX,postmarket,Knight-Swift Transportation Holdings Inc.,,2023-07-20,2023-07-21
2023-07-20,KVUE,premarket,Kenvue Inc. Common Stock,,2023-07-19,2023-07-20
2023-07-20,MCB,postmarket,Metropolitan Bank Holding Corp. Common Stock,,2023-07-20,2023-07-21
2023-07-20,MKTX,premarket,"MarketAxess Holdings, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-20,MMC,premarket,"Marsh & McLennan Companies, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,NEM,premarket,Newmont Corporation,,2023-07-19,2023-07-20
2023-07-20,OCFC,postmarket,OceanFirst Financial Corp. - Common Stock,,2023-07-20,2023-07-21
2023-07-20,OFG,premarket,OFG Bancorp Common Stock,,2023-07-19,2023-07-20
2023-07-20,OZK,postmarket,Bank OZK - Common Stock,,2023-07-20,2023-07-21
2023-07-20,PINE,postmarket,"Alpine Income Property Trust, Inc. Common Stock",,2023-07-20,2023-07-21
2023-07-20,PM,premarket,Philip Morris International Inc Common Stock,,2023-07-19,2023-07-20
2023-07-20,POOL,premarket,Pool Corporation - Common Stock,,2023-07-19,2023-07-20
2023-07-20,PPG,postmarket,"PPG Industries, Inc. Common Stock",,2023-07-20,2023-07-21
2023-07-20,SFBS,premarket,"ServisFirst Bancshares, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,SNA,premarket,Snap-On Incorporated Common Stock,,2023-07-19,2023-07-20
2023-07-20,SNV,premarket,Synovus Financial Corp. Common Stock,,2023-07-19,2023-07-20
2023-07-20,STBA,premarket,"S&T Bancorp, Inc. - Common Stock",,2023-07-19,2023-07-20
2023-07-20,TFC,premarket,Truist Financial Corporation Common Stock,,2023-07-19,2023-07-20
2023-07-20,TFIN,postmarket,"Triumph Financial, Inc. - Common Stock",,2023-07-20,2023-07-21
2023-07-20,TRV,premarket,"The Travelers Companies, Inc. Common Stock",,2023-07-19,2023-07-20
2023-07-20,WBS,premarket,Webster Financial Corporation Common Stock,,2023-07-19,2023-07-20
2023-07-20,WNS,premarket,WNS (Holdings) Limited Sponsored ADR (Jersey),,2023-07-19,2023-07-20
2023-07-20,WRB,postmarket,W.R. Berkley Corporation Common Stock,,2023-07-20,2023-07-21
2023-07-21,AN,premarket,"AutoNation, Inc. Common Stock",,2023-07-20,2023-07-21
2023-07-21,AXP,premarket,American Express Company Common Stock,,2023-07-20,2023-07-21
2023-07-21,CMA,premarket,Comerica Incorporated Common Stock,,2023-07-20,2023-07-21
2023-07-21,HBAN,premarket,Huntington Bancshares Incorporated - Common Stock,,2023-07-20,2023-07-21
2023-07-21,INDB,premarket,Independent Bank Corp. - Common Stock,,2023-07-20,2023-07-21
2023-07-21,IPG,premarket,"Interpublic Group of Companies, Inc. (The) Common Stock",,2023-07-20,2023-07-21
2023-07-21,RF,premarket,Regions Financial Corporation Common Stock,,2023-07-20,2023-07-21
2023-07-21,SLB,premarket,Schlumberger N.V. Common Stock,,2023-07-20,2023-07-21
2023-07-21,SXT,premarket,Sensient Technologies Corporation Common Stock,,2023-07-20,2023-07-21
